DEP041036,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.24,1.07,7.14,0.98,14.25,22.06,,,
#02,4.25,1.08,7.17,0.98,14.29,22.12,,,
#03,4.25,1.08,7.18,0.98,14.3,22.12,,,
Mean,4.25,1.08,7.16,0.98,14.28,22.1,DEP041036,Milk Donors-Raw,8/1/2025 8:16:10 AM
StdDev,0.004,0.003,0.02,0.001,0.028,0.037,,,
,,,,,,,,,
DEP040955,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,1.37,1.03,7.11,0.96,10.76,13.96,,,
#02,1.37,1.03,7.11,0.96,10.75,13.95,,,
#03,1.36,1.03,7.12,0.96,10.77,13.97,,,
Mean,1.36,1.03,7.11,0.96,10.76,13.96,DEP040955,Milk Donors-Raw,8/1/2025 8:17:54 AM
StdDev,0.003,0.002,0.01,0.001,0.009,0.007,,,
,,,,,,,,,
DEP040933,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.49,1.23,7.06,1.05,13.39,20.14,,,
#02,3.5,1.22,7.06,1.05,13.39,20.14,,,
#03,3.5,1.23,7.07,1.05,13.41,20.17,,,
Mean,3.5,1.23,7.06,1.05,13.4,20.15,DEP040933,Milk Donors-Raw,7/31/2025 8:22:00 AM
StdDev,0.002,0.002,0.009,0.001,0.011,0.017,,,
,,,,,,,,,
DEP040767,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.27,0.91,6.98,0.9,13.76,21.65,,,
#02,4.27,0.91,6.99,0.9,13.77,21.67,,,
#03,4.27,0.91,6.99,0.91,13.78,21.68,,,
Mean,4.27,0.91,6.98,0.91,13.77,21.67,DEP040767,Milk Donors-Raw,7/30/2025 8:09:10 AM
StdDev,0.001,0.002,0.007,0.001,0.009,0.013,,,
,,,,,,,,,
DEP040687,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.74,0.93,7.16,0.91,13.71,20.43,,,
#02,3.73,0.93,7.16,0.91,13.71,20.43,,,
#03,3.73,0.93,7.17,0.91,13.72,20.43,,,
Mean,3.73,0.93,7.16,0.91,13.71,20.43,DEP040687,Milk Donors-Raw,8/1/2025 8:25:09 AM
StdDev,0.002,0.002,0.007,0.001,0.005,0.001,,,
,,,,,,,,,
DEP040686,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.61,0.96,7.24,0.93,13.56,20.23,,,
#02,3.61,0.95,7.26,0.93,13.57,20.25,,,
#03,3.62,0.95,7.23,0.92,13.54,20.24,,,
Mean,3.62,0.95,7.24,0.92,13.55,20.24,DEP040686,Milk Donors-Raw,7/30/2025 8:19:07 AM
StdDev,0.006,0.002,0.013,0.001,0.018,0.008,,,
,,,,,,,,,
DEP040670,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.93,0.9,7.09,0.9,13.59,20.83,,,
#02,3.93,0.9,7.1,0.9,13.59,20.83,,,
#03,3.92,0.9,7.1,0.9,13.6,20.83,,,
Mean,3.92,0.9,7.1,0.9,13.59,20.83,DEP040670,Milk Donors-Raw,7/30/2025 8:13:30 AM
StdDev,0.002,0.002,0.004,0.001,0.003,0.001,,,
,,,,,,,,,
DEP040636,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.41,0.89,7.35,0.9,13.3,19.69,,,
#02,3.43,0.89,7.33,0.9,13.27,19.71,,,
#03,3.41,0.89,7.36,0.9,13.3,19.71,,,
Mean,3.42,0.89,7.35,0.9,13.29,19.7,DEP040636,Milk Donors-Raw,8/1/2025 8:06:30 AM
StdDev,0.01,0.001,0.014,0.001,0.016,0.012,,,
,,,,,,,,,
DEP040612,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.19,0.96,6.66,0.93,12.06,18.38,,,
#02,3.19,0.97,6.69,0.93,12.1,18.43,,,
#03,3.19,0.97,6.69,0.93,12.11,18.43,,,
Mean,3.19,0.97,6.68,0.93,12.09,18.41,DEP040612,Milk Donors-Raw,7/29/2025 8:39:59 AM
StdDev,0.002,0.003,0.019,0.002,0.029,0.029,,,
,,,,,,,,,
DEP040587,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.49,0.86,6.75,0.88,12.67,19.15,,,
#02,3.49,0.86,6.75,0.88,12.67,19.15,,,
#03,3.48,0.86,6.78,0.88,12.69,19.13,,,
Mean,3.49,0.86,6.76,0.88,12.68,19.14,DEP040587,Milk Donors-Raw,7/29/2025 8:30:14 AM
StdDev,0.01,0.001,0.014,0.001,0.015,0.009,,,
,,,,,,,,,
DEP040576,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.39,1.26,6.89,1.06,12.97,19.7,,,
#02,3.38,1.27,6.9,1.07,12.99,19.73,,,
#03,3.38,1.26,6.9,1.07,12.99,19.71,,,
Mean,3.38,1.27,6.9,1.07,12.98,19.71,DEP040576,Milk Donors-Raw,7/29/2025 8:38:11 AM
StdDev,0.002,0.003,0.007,0.002,0.013,0.011,,,
,,,,,,,,,
DEP040560,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.23,1.22,6.69,1.04,13.84,21.73,,,
#02,4.23,1.21,6.69,1.04,13.84,21.73,,,
#03,4.24,1.22,6.69,1.04,13.84,21.75,,,
Mean,4.23,1.22,6.69,1.04,13.84,21.74,DEP040560,Milk Donors-Raw,7/31/2025 8:14:36 AM
StdDev,0.004,0.002,0,0.001,0.002,0.012,,,
,,,,,,,,,
DEP040281,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.19,0.99,6.79,0.94,12.35,18.58,,,
#02,3.19,0.99,6.77,0.94,12.34,18.56,,,
#03,3.19,0.99,6.8,0.94,12.37,18.58,,,
Mean,3.19,0.99,6.79,0.94,12.35,18.57,DEP040281,Milk Donors-Raw,7/30/2025 8:22:55 AM
StdDev,0.002,0.001,0.011,0.001,0.014,0.014,,,
,,,,,,,,,
DEP040276,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.94,0.93,6.21,0.91,11.31,17.09,,,
#02,2.93,0.93,6.22,0.92,11.33,17.1,,,
#03,2.93,0.94,6.24,0.92,11.35,17.1,,,
Mean,2.93,0.93,6.22,0.92,11.33,17.1,DEP040276,Milk Donors-Raw,7/31/2025 8:12:28 AM
StdDev,0.006,0.004,0.014,0.002,0.022,0.005,,,
,,,,,,,,,
DEP040253,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,5.04,1.18,7.01,1.03,15.26,24.3,,,
#02,5.03,1.18,7.01,1.03,15.26,24.28,,,
#03,5.04,1.19,7.04,1.03,15.32,24.34,,,
Mean,5.04,1.18,7.02,1.03,15.28,24.31,DEP040253,Milk Donors-Raw,7/29/2025 8:35:52 AM
StdDev,0.005,0.003,0.016,0.002,0.032,0.032,,,
,,,,,,,,,
DEP039945,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.54,1.19,6.92,1.03,14.29,22.83,,,
#02,4.54,1.19,6.91,1.03,14.28,22.81,,,
#03,4.53,1.19,6.94,1.03,14.31,22.82,,,
Mean,4.54,1.19,6.92,1.03,14.3,22.82,DEP039945,Milk Donors-Raw,7/28/2025 8:06:07 AM
StdDev,0.004,0.002,0.013,0.001,0.015,0.01,,,
,,,,,,,,,
DEP039876,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.92,1.16,6.67,1.02,13.49,20.75,,,
Mean,3.92,1.16,6.67,1.02,13.49,20.75,DEP039876,Milk Donors-Raw,7/31/2025 8:32:11 AM
,,,,,,,,,
DEP039777,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.23,1.04,7.03,0.96,14.19,21.83,,,
#02,4.24,1.03,7.04,0.96,14.2,21.85,,,
#03,4.24,1.03,7.02,0.96,14.18,21.84,,,
Mean,4.24,1.03,7.03,0.96,14.19,21.84,DEP039777,Milk Donors-Raw,7/29/2025 8:18:40 AM
StdDev,0.005,0.001,0.009,0,0.009,0.013,,,
,,,,,,,,,
DEP039619,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.41,0.95,7.17,0.92,13.13,19.59,,,
#02,3.42,0.95,7.15,0.92,13.09,19.57,,,
#03,3.42,0.95,7.2,0.92,13.15,19.63,,,
Mean,3.42,0.95,7.17,0.92,13.12,19.59,DEP039619,Milk Donors-Raw,7/31/2025 8:17:40 AM
StdDev,0.002,0.002,0.02,0.001,0.03,0.029,,,
,,,,,,,,,
DEP039555,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.33,1.18,6.93,1.03,13.07,19.45,,,
#02,3.31,1.18,6.93,1.03,13.07,19.4,,,
#03,3.31,1.19,6.93,1.03,13.08,19.41,,,
Mean,3.31,1.19,6.93,1.03,13.07,19.42,DEP039555,Milk Donors-Raw,7/31/2025 8:24:15 AM
StdDev,0.011,0.002,0.002,0.001,0.004,0.027,,,
,,,,,,,,,
DEP039488,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.02,1.2,7.06,1.04,13.72,21.55,,,
#02,4.01,1.21,7.08,1.04,13.75,21.57,,,
#03,4.03,1.21,7.09,1.04,13.78,21.64,,,
Mean,4.02,1.21,7.08,1.04,13.75,21.58,DEP039488,Milk Donors-Raw,7/28/2025 8:15:49 AM
StdDev,0.008,0.004,0.018,0.002,0.031,0.047,,,
,,,,,,,,,
DEP039406,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.07,1.12,6.75,1,12.53,18.41,,,
#02,3.06,1.12,6.76,1,12.54,18.41,,,
#03,3.06,1.12,6.79,1,12.58,18.44,,,
Mean,3.07,1.12,6.76,1,12.55,18.42,DEP039406,Milk Donors-Raw,7/30/2025 8:15:19 AM
StdDev,0.006,0.002,0.022,0.001,0.028,0.015,,,
,,,,,,,,,
DEP039315,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.52,1.11,6.9,1,12.88,19.83,,,
#02,3.52,1.11,6.91,1,12.9,19.84,,,
#03,3.52,1.12,6.93,1,12.92,19.87,,,
Mean,3.52,1.11,6.91,1,12.9,19.85,DEP039315,Milk Donors-Raw,7/28/2025 8:19:30 AM
StdDev,0.001,0.002,0.013,0.001,0.02,0.02,,,
,,,,,,,,,
DEP039197,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.32,1.48,7.24,1.16,15.22,23.07,,,
#02,4.32,1.48,7.27,1.16,15.28,23.11,,,
#03,4.32,1.48,7.25,1.16,15.24,23.09,,,
Mean,4.32,1.48,7.25,1.16,15.25,23.09,DEP039197,Milk Donors-Raw,7/29/2025 8:46:10 AM
StdDev,0.003,0.003,0.016,0.001,0.026,0.017,,,
,,,,,,,,,
DEP039155,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.61,1.19,7.02,1.03,13.35,20.36,,,
#02,3.6,1.19,7,1.03,13.32,20.32,,,
#03,3.59,1.19,7,1.03,13.3,20.29,,,
Mean,3.6,1.19,7.01,1.03,13.32,20.32,DEP039155,Milk Donors-Raw,7/28/2025 8:17:21 AM
StdDev,0.007,0.003,0.014,0.001,0.023,0.035,,,
,,,,,,,,,
DEP039126,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.18,1.06,7.07,0.97,12.91,18.99,,,
#02,3.17,1.06,7.08,0.97,12.92,18.98,,,
#03,3.17,1.06,7.12,0.97,12.98,19.04,,,
Mean,3.17,1.06,7.09,0.97,12.94,19,DEP039126,Milk Donors-Raw,7/29/2025 8:28:34 AM
StdDev,0.004,0.003,0.026,0.001,0.036,0.031,,,
,,,,,,,,,
DEP039087,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.88,1.08,7.31,0.98,15.35,24.04,,,
#02,4.89,1.08,7.3,0.98,15.34,24.05,,,
#03,4.89,1.08,7.32,0.98,15.36,24.08,,,
Mean,4.89,1.08,7.31,0.98,15.35,24.06,DEP039087,Milk Donors-Raw,7/31/2025 8:09:25 AM
StdDev,0.007,0.001,0.01,0,0.012,0.024,,,
,,,,,,,,,
DEP039068,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,2.23,1.04,7.29,0.97,11.97,16.62,,,
#02,2.23,1.05,7.31,0.97,11.99,16.63,,,
#03,2.24,1.05,7.32,0.97,12.01,16.66,,,
Mean,2.23,1.05,7.31,0.97,11.99,16.63,DEP039068,Milk Donors-Raw,7/29/2025 8:26:52 AM
StdDev,0.002,0.004,0.012,0.002,0.021,0.023,,,
,,,,,,,,,
DEP039045,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.38,1.31,7.13,1.08,13.53,20.04,,,
#02,3.38,1.31,7.14,1.09,13.55,20.07,,,
#03,3.39,1.31,7.15,1.08,13.56,20.1,,,
Mean,3.38,1.31,7.14,1.09,13.55,20.07,DEP039045,Milk Donors-Raw,7/30/2025 8:11:50 AM
StdDev,0.006,0.002,0.01,0.001,0.012,0.029,,,
,,,,,,,,,
DEP039022,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.56,0.9,6.95,0.9,12.97,19.65,,,
#02,3.56,0.9,6.95,0.9,12.97,19.64,,,
#03,3.56,0.9,6.97,0.9,12.99,19.66,,,
Mean,3.56,0.9,6.96,0.9,12.97,19.65,DEP039022,Milk Donors-Raw,8/1/2025 8:31:26 AM
StdDev,0.003,0.001,0.01,0,0.01,0.013,,,
,,,,,,,,,
DEP039001,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.61,1.52,6.99,1.18,13.98,20.88,,,
#02,3.61,1.52,6.99,1.18,13.98,20.87,,,
#03,3.59,1.52,6.99,1.18,13.98,20.82,,,
Mean,3.6,1.52,6.99,1.18,13.98,20.86,DEP039001,Milk Donors-Raw,7/28/2025 8:24:26 AM
StdDev,0.012,0.001,0.001,0.001,0.003,0.033,,,
,,,,,,,,,
DEP038960,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.92,1.2,6.87,1.04,13.72,21.04,,,
#02,3.92,1.2,6.86,1.04,13.7,21.04,,,
#03,3.89,1.2,6.88,1.04,13.71,21,,,
Mean,3.91,1.2,6.87,1.04,13.71,21.02,DEP038960,Milk Donors-Raw,7/29/2025 8:24:34 AM
StdDev,0.015,0.001,0.013,0.001,0.011,0.025,,,
,,,,,,,,,
DEP038861,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.04,1.16,7.35,1.02,13.21,19.11,,,
#02,3.03,1.17,7.36,1.02,13.24,19.12,,,
#03,3.02,1.17,7.39,1.02,13.26,19.11,,,
Mean,3.03,1.17,7.37,1.02,13.24,19.11,DEP038861,Milk Donors-Raw,7/30/2025 8:25:53 AM
StdDev,0.009,0.002,0.018,0.001,0.022,0.003,,,
,,,,,,,,,
DEP038836,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.22,1.27,7.17,1.07,13.6,19.58,,,
#02,3.22,1.27,7.19,1.07,13.63,19.62,,,
#03,3.22,1.28,7.21,1.07,13.65,19.63,,,
Mean,3.22,1.27,7.19,1.07,13.63,19.61,DEP038836,Milk Donors-Raw,7/30/2025 8:17:29 AM
StdDev,0.002,0.002,0.018,0.001,0.024,0.025,,,
,,,,,,,,,
DEP038818,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.09,1.15,7.43,1.01,14.84,22.11,,,
#02,4.1,1.15,7.44,1.01,14.84,22.13,,,
#03,4.09,1.14,7.44,1.01,14.83,22.11,,,
Mean,4.09,1.15,7.43,1.01,14.84,22.12,DEP038818,Milk Donors-Raw,7/29/2025 8:34:09 AM
StdDev,0.004,0.002,0.006,0.001,0.003,0.013,,,
,,,,,,,,,
DEP038712,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.33,1.1,7.25,0.99,13.41,19.7,,,
#02,3.31,1.09,7.26,0.99,13.4,19.64,,,
#03,3.3,1.1,7.29,0.99,13.44,19.66,,,
Mean,3.31,1.1,7.27,0.99,13.42,19.67,DEP038712,Milk Donors-Raw,7/30/2025 8:07:27 AM
StdDev,0.014,0.005,0.019,0.002,0.017,0.032,,,
,,,,,,,,,
DEP038705,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.29,1.2,6.99,1.04,13.03,19.45,,,
#02,3.28,1.2,7.01,1.04,13.05,19.45,,,
#03,3.3,1.21,7,1.04,13.06,19.5,,,
Mean,3.29,1.2,7,1.04,13.04,19.47,DEP038705,Milk Donors-Raw,7/31/2025 8:28:26 AM
StdDev,0.01,0.003,0.01,0.001,0.016,0.031,,,
,,,,,,,,,
DEP038700,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,4.19,1.46,7.16,1.15,14.67,22.59,,,
#02,4.19,1.46,7.15,1.15,14.66,22.57,,,
#03,4.2,1.46,7.16,1.15,14.65,22.59,,,
Mean,4.19,1.46,7.16,1.15,14.66,22.58,DEP038700,Milk Donors-Raw,7/30/2025 8:24:24 AM
StdDev,0.004,0.002,0.006,0.001,0.007,0.014,,,
,,,,,,,,,
DEP038662,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.68,1.5,6.84,1.17,13.88,20.84,,,
#02,3.67,1.5,6.83,1.17,13.86,20.83,,,
#03,3.68,1.5,6.83,1.17,13.86,20.84,,,
Mean,3.68,1.5,6.83,1.17,13.87,20.84,DEP038662,Milk Donors-Raw,7/31/2025 8:06:50 AM
StdDev,0.002,0.001,0.004,0.001,0.01,0.008,,,
,,,,,,,,,
DEP038604,,Milk Donors-Raw,,,,,,,
,Fat,Protein,Lactose,Nutr Pro,Solids,Cal,,,
Replicate,g/100g,g/100g,g/100g,g/100g,g/100g,-,,,
#01,3.9,1.19,7.07,1.03,14.02,21.21,,,
#02,3.9,1.19,7.09,1.03,14.04,21.24,,,
#03,3.91,1.2,7.09,1.03,14.04,21.26,,,
Mean,3.9,1.19,7.08,1.03,14.03,21.24,DEP038604,Milk Donors-Raw,7/31/2025 8:16:10 AM
StdDev,0.004,0.005,0.008,0.002,0.015,0.025,,,
,,,,,,,,,
DEP038532,,Milk Donors-Raw,,,,,,,
